Date of Query|Time of Query|Premises Name|Address|postcode|Local Authorities|Business Type|Products Sold|Company Name|Status
10/18/2020|02:04:36|The Thorn  Inn|28 Thornhill,|PA5 8JG|Renfrewshire|Public House|Tobacco Only|The Thorn Inn|Active
10/18/2020|02:04:36|THE THREE KINGS|WESTER SHEILDHILL,|FK1 3AT|Falkirk|Entertainment Venue|Tobacco Only|CRAFTRELAY LIMITED T/A THE THREE KINGS|Inactive
10/18/2020|02:04:36|The Three Sisters|137-139 Cowgate,|EH1 1JS|Edinburgh City|Hotel|Tobacco Only|G1 Group Plc|Active
10/18/2020|02:04:36|The Thurso Cinema|Ormlie Road,|KW14 7QU|Highland|Entertainment Venue|Tobacco Only|The Thurso Cinema Ltd|Active
10/18/2020|02:04:36|the tides inn|st cuthberts street,|DG6 4DX|Dumfries and Galloway|Public House|Tobacco Only|Nithsdale Vending Ltd|Active
10/18/2020|02:04:36|The Tilt Stores|Main Road, Bridge of Tilt|PH18 5SX|Perth and Kinross|Convenience Store|Tobacco Only|Bridge of Tilt Stores|Active
10/18/2020|02:04:36|The Tin Roof Diner, Gift Shop & Convenience Store|23 M A C C Business Park, Machrihanish|PA28 6NU|Argyll and Bute|Convenience Store|Tobacco Only|The Tin Roof|Inactive
10/18/2020|02:04:36|The Toll Bar|10 Littlemill Road, Drongan|KA6 7AP|East Ayrshire|Public House|Tobacco Only|The Toll Bar|Active
10/18/2020|02:04:36|The Toll Bar|The Toll Bar, 37 New Abbey Road|DG2 7LZ|Dumfries and Galloway|Convenience Store|Tobacco And Nicotine Vapour Products|The Toll Bar|Active
10/18/2020|02:04:36|The toon stores|17 chapel street peterhead, 17 Chapel Street|AB42 1TH|Aberdeenshire|Convenience Store|Tobacco Only|The Toon Stores|Inactive
10/18/2020|02:04:36|The Tooth & Claw|50 Baron Taylor Street,|IV1 1QG|Highland|Public House|Tobacco Only|The Tooth & Claw|Active
10/18/2020|02:04:36|The Top Shop|Ford Road,|IV49 9AB|Highland|Convenience Store|Tobacco Only|The Top Shop (Broadford) Ltd|Inactive
10/18/2020|02:04:36|The Top Shop|139 Alexander St.,|PA23 7PY|Argyll and Bute|Convenience Store|Tobacco Only|The Top Shop|Inactive
10/18/2020|02:04:36|THE TOP SHOP|2 Braeview, Stenhousemuir Larbert|FK5 3DT|Falkirk|Confectionary / Tobacconist / Newsagents|Tobacco Only|day2day|Inactive
10/18/2020|02:04:36|The Top Shop|Ford Road, Broadford|IV49 9AB|Highland|Convenience Store|Tobacco And Nicotine Vapour Products|Harrapool Ltd|Active
10/18/2020|02:04:36|The Torridon|Torridon, Annat|IV22 2EY|Highland|Hotel|Tobacco Only|Loch Torridon Hotel Ltd|Active
10/18/2020|02:04:36|The Tower Bar|8 Possil Road,|G4 9SY|Glasgow City|Public House|Tobacco Only|Tobarco Limited|Active
10/18/2020|02:04:36|The Tower gastro Pub and Apartments|81 East High Street,|PH7 3JA|Perth and Kinross|Hotel|Tobacco Only|TheTower gastro Pub and Apartments|Inactive
10/18/2020|02:04:42|The Tower Inn|131, Church Street|EH33 1BL|East Lothian|Public House|Tobacco Only|The Tower Inn|Active
10/18/2020|02:04:42|The Townhead Garage Limited|5 Townhead Street,|DG11 2AG|Dumfries and Galloway|Forecourt Garage|Tobacco Only|The Townhead Garage Limited|Active
10/18/2020|02:04:42|The Trading Post|Back Road, St. Margarets Hope|KW17 2SP|Orkney Islands|Convenience Store|Tobacco Only|The Trading Post|Active
10/18/2020|02:04:42|The Trading Post |The Trading Post, 26 East Church Street|AB56 1AB|Moray|Other Retail|Nicotine Vapour Products Only|The Trading Post |Active
10/18/2020|02:04:42|The Trading Post (Stornoway) Ltd|Matheson Road,|HS1 2LB|Comhairle nan Eilean Siar|Confectionary / Tobacconist / Newsagents|Tobacco Only|The Trading Post (Stornoway) Ltd|Inactive
10/18/2020|02:04:42|The Treasury|7 Graham Street,|ML6 6AB|North Lanarkshire|Public House|Tobacco Only|The Treasury|Inactive
10/18/2020|02:04:42|The Treehouse|67-69 Sandgate,|KA7 1BZ|South Ayrshire|Restaurant|Tobacco Only|Buzzworks Holdings|Inactive
10/18/2020|02:04:42|the troll inn|17 arklay street, 17 arklay street|DD3 7NJ|Dundee City|Public House|Tobacco Only|arklay street mini market|Inactive
10/18/2020|02:04:42|The Tunnel Night Club|84 Mitchell Street,|G1 3NA|Glasgow City|Nightclub|Tobacco Only|Lettuce Inn East|Active
10/18/2020|02:04:42|"The United Services (Johnstone & District) Club Ltd / ""The Club"""|26 MacDowall Street,|PA5 8QL|Renfrewshire|Private Club|Tobacco Only|The United Services Club|Active
10/18/2020|02:04:42|THE UPPER LARGO HOTEL & RESTAURANT|4 MAIN STREET, UPPER LARGO|KY8 6EJ|Fife|Hotel|Tobacco Only|THE UPPER LARGO HOTEL & RESTAURANT|Active
10/18/2020|02:04:42|The Vape Bar|6 Harrow Inn Close,|IV30 1BP|Moray|Other Retail|Nicotine Vapour Products Only|Highland Mobiles|Active
10/18/2020|02:04:42|The Vape Cove|5 allan street,|PH10 6AB|Perth and Kinross|Other Retail|Nicotine Vapour Products Only|The Vape Cove|Active
10/18/2020|02:04:42|The vape shack |The vape shack , 20 Swan Street|DD9 6EF|Angus|Other Retail|Nicotine Vapour Products Only|The vape shack |Active
10/18/2020|02:04:42|The Vape Space|9a High Street,|FK4 1BX|Falkirk|Other Retail|Nicotine Vapour Products Only|Space Vape Ltd|Active
10/18/2020|02:04:42|The Vape Specialists|1a Millgate ,|DD11 1NN|Angus|Other Retail|Nicotine Vapour Products Only|PARK ENTERPRISES SCOTLAND LIMITED|Active
10/18/2020|02:04:42|The Vapour Lounge Broughton|74 Broughton Street,|EH1 3SA|Edinburgh City|Other Retail|Nicotine Vapour Products Only|The Vapour Lounge Distribution|Active
10/18/2020|02:04:42|The Vapour Lounge Byers Road|261 byers road,|G12 8TL|Glasgow City|Other Retail|Nicotine Vapour Products Only|The Vapour Lounge Distribution|Active
10/18/2020|02:04:42|The Vapour Lounge Dundee|86 Commercial Street,|DD1 2AP|Dundee City|Other Retail|Nicotine Vapour Products Only|The Vapour Lounge Distribution|Active
10/18/2020|02:04:42|The Vapour Lounge Dunfermline|Vapour Lounge, 8 Douglas Street|KY12 7EB|Fife|Other Retail|Nicotine Vapour Products Only|The Vapour Lounge Distribution|Active
10/18/2020|02:04:49|The Vapour Lounge Glasgow|3 Bothwell Street,|G2 6NL|Glasgow City|Other Retail|Nicotine Vapour Products Only|The Vapour Lounge Distribution|Active
10/18/2020|02:04:49|The Vapour Lounge Lauriston|97 Lauriston Place,|EH3 9JB|Edinburgh City|Other Retail|Nicotine Vapour Products Only|The Vapour Lounge Distribution|Active
10/18/2020|02:04:49|The Vapour Lounge Perth|29 High Street,|PH1 5TJ|Perth and Kinross|Other Retail|Nicotine Vapour Products Only|The Vapour Lounge Distribution|Active
10/18/2020|02:04:49|The Vapour Lounge Stockbridge|6 Hamilton Place,|EH3 5AU|Edinburgh City|Other Retail|Nicotine Vapour Products Only|The Vapour Lounge Distribution|Active
10/18/2020|02:04:49|The Vapour Shop|17/1 High Street,|TD9 9BZ|Scottish Borders|Specialist Tobacconists|Nicotine Vapour Products Only|The Vapour Shop|Active
10/18/2020|02:04:49|The Vapour Shop|2 High Street,|TD1 1SD|Scottish Borders|Specialist Tobacconists|Nicotine Vapour Products Only|The Vapour Shop|Active
10/18/2020|02:04:49|The Venue|6/7 Church Place,|DG1 1JL|Dumfries and Galloway|Nightclub|Tobacco Only|Renegade Clubs (Dumfries) LTD|Active
10/18/2020|02:04:49|THE VICTORIA HOTEL|28 VICTORIA ROAD,|KY1 1DS|Fife|Hotel|Tobacco Only|THE VICTORIA HOTEL|Active
10/18/2020|02:04:49|The Village|16 South Fort Street, Leith|EH6 4DN|Edinburgh City|Public House|Tobacco Only|DHPC Ltd|Active
10/18/2020|02:04:49|The Village Inn|89 Lanark Road,|ML11 8QQ|South Lanarkshire|Public House|Tobacco Only|Clydesdale Inns Ltd|Inactive
10/18/2020|02:04:49|The village news|63 main street, Glenboig|ML5 2RD|North Lanarkshire|Convenience Store|Tobacco Only|The village news|Active
10/18/2020|02:04:49|the village newsagent ltd|8 st james terrace, lochwinnoch road|PA13 4HB|Inverclyde|Confectionary / Tobacconist / Newsagents|Tobacco Only|the village newsagent ltd|Inactive
10/18/2020|02:04:49|The Village Newsagents|9 Stuart street, The village|G74 4NG|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|The Village Newsagents|Active
10/18/2020|02:04:49|The village newsagents & offsales|1279 London road glasgow,|G40 3HW|Glasgow City|Off-Licence|Tobacco Only|The village newsagents & offsales |Active
10/18/2020|02:04:49|the village shop|broomfield,|G83 8PA|Argyll and Bute|Convenience Store|Tobacco Only|gigha stores ltd|Active
10/18/2020|02:04:49|The Village Shop|Main Street,|G83 7AA|Argyll and Bute|Convenience Store|Tobacco Only|Teighness Stores|Inactive
10/18/2020|02:04:49|The Village Shop|Unnamed (A84),|FK19 8PR|Stirling|Convenience Store|Tobacco Only|The Village Shop|Active
10/18/2020|02:04:49|The Village Shop|Highlands Park,|IV18 0QD|Highland|Convenience Store|Tobacco Only|The Village Shop|Inactive
10/18/2020|02:04:49|The Village Shop|Highlandpark,|IV18 0QD|Highland|Convenience Store|Tobacco Only|The Village Shop|Inactive
10/18/2020|02:04:49|The Village Shop|20 Main Street, Upper Largo|KY8 6EJ|Fife|Convenience Store|Tobacco Only|The Village Shop|Inactive
10/18/2020|02:04:55|The Village Shop|Highland Park,Barbaraville,|IV18 0QD|Highland|Convenience Store|Tobacco Only|The Village Shop|Inactive
10/18/2020|02:04:55|The Village Shop|1 Hillcrest, Main Road, Aberuthven|PH3 1HB|Perth and Kinross|Convenience Store|Tobacco Only|The Village Shop & Cafe|Active
10/18/2020|02:04:55|the village shop deanston|32 Teith Road, Deanston|FK16 6AJ|Stirling|Convenience Store|Tobacco And Nicotine Vapour Products|the village shop deanston|Active
10/18/2020|02:04:55|the village store|51 Skelmorlie Castle Road,|PA17 5AH|North Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|S Dyer|Active
10/18/2020|02:04:55|THE VILLAGE STORE|128 NEWHAVEN ROAD, 128 NEWHAVEN ROAD|EH6 4BR|Edinburgh City|Off-Licence|Tobacco Only|PREMEIR|Inactive
10/18/2020|02:04:55|The Village Store|St Fillans,|PH6 2ND|Perth and Kinross|Convenience Store|Tobacco Only|Lochearn Retail LLP|Active
10/18/2020|02:04:55|The Village Store|7 Kirkton Cottages, Kirkton-of-Skene, Westhill|AB32 6XE|Aberdeenshire|Convenience Store|Tobacco Only|The Village Store|Active
10/18/2020|02:04:55|THE VILLAGE STORE|22C Teith Road, Deanston|FK16 6AJ|Stirling|Convenience Store|Tobacco Only|The Village Store|Inactive
10/18/2020|02:04:55|The Village Store|72/74, Mill O Shield Road|KA6 7AY|East Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|MC Stores Ltd|Active
10/18/2020|02:04:55|The Village Store|40 North Deeside Road, Kincardine O'Neil|AB34 5AA|Aberdeenshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|Kinker Shop trading as The Village Store|Inactive
10/18/2020|02:04:55|The Village Store|23/25 High Street, Innerleithen|EH44 6HA|Scottish Borders|Convenience Store|Tobacco Only|The Village Store|Inactive
10/18/2020|02:04:55|The Village Store|4 South Crescent,|EH34 5EA|East Lothian|Confectionary / Tobacconist / Newsagents|Tobacco Only|Economical|Active
10/18/2020|02:04:55|The Village Store |Post Office, 40 North Deeside Road, Kincardine o'Neil|AB34 5AA|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|Alcott Services Ltd trading as the Village Store|Active
10/18/2020|02:04:55|The Village Store T/A Keystore|94 Main Street, Lumphinnans|KY4 9HN|Fife|Convenience Store|Tobacco Only|The Village Store T/A Keystore|Active
10/18/2020|02:04:55|the village stores|kilmelford,|PA34 4XA|Argyll and Bute|Convenience Store|Tobacco Only|the village stoes|Active
10/18/2020|02:04:55|the villge convinece store|red house, shieldhill road redding muirhead|FK2 0DT|Falkirk|Convenience Store|Tobacco Only|the village convince store|Active
10/18/2020|02:04:55|the volumteer arms|81 north high street,|EH21 6JE|East Lothian|Public House|Tobacco Only|the volunteer arms|Active
10/18/2020|02:04:55|The Volunteer Arms|47 High Street,|PH33 6DH|Highland|Public House|Tobacco Only|David Smillie t/a The Volunteer Arms|Active
10/18/2020|02:04:55|The Voodoo Rooms|19a West Register St,|EH2 2AA|Edinburgh City|Restaurant|Tobacco Only|The Voodoo Rooms|Active
10/18/2020|02:04:55|The VU dundee|25-29 cowgate,|DD1 2HS|Dundee City|Entertainment Venue|Tobacco Only|The VU Dundee|Inactive
10/18/2020|02:05:02|The Walls Shop|Walls Shop, Walls|ZE2 9PF|Shetland Islands|Convenience Store|Tobacco And Nicotine Vapour Products|The Walls Shop|Active
10/18/2020|02:05:02|The Washington|85-87 High St,|IV36 1AA|Moray|Confectionary / Tobacconist / Newsagents|Tobacco Only|The Washington|Active
10/18/2020|02:05:02|The Waterside|14 Bath Street, LARGS|KA30 8BL|North Ayrshire|Public House|Tobacco Only|BELHAVEN LEASED PUBS|Active
10/18/2020|02:05:02|The Waverley|36 Lancefield Quay, Glasgow|G3 8HA|Glasgow City|Entertainment Venue|Tobacco Only|Imperial Tobacco Limited|Active
10/18/2020|02:05:02|The Waverley Bar|St Mary's Street,|EH1 1TA|Edinburgh City|Public House|Tobacco Only|The Waverley Bar|Inactive
10/18/2020|02:05:02|The Wee Bakery|108 High Street,|KY14 6DA|Fife|Other Retail|Tobacco Only|The Wee Bakery|Inactive
10/18/2020|02:05:02|the wee couper of fife|25 Shore Street, Cellardyke|KY10 3BD|Fife|Off-Licence|Tobacco Only|The Wee Couper of Fife|Active
10/18/2020|02:05:02|the wee dairy|35 Easterhouse Road,|G69 6BH|Glasgow City|Other Catering|Tobacco Only|the wee dairy|Active
10/18/2020|02:05:02|The Wee Shop|3a Blawearie Road,|EH33 2BG|East Lothian|Convenience Store|Tobacco Only|The Wee Shop|Active
10/18/2020|02:05:02|The Wee Shop|66A Aitken Orr Drive,|EH52 5EZ|West Lothian|Convenience Store|Tobacco Only|The Wee Shop|Active
10/18/2020|02:05:02|the wee shop|143 silverbuthall road,|TD9 7BL|Scottish Borders|Confectionary / Tobacconist / Newsagents|Tobacco Only|the wee shop|Active
10/18/2020|02:05:02|The Wee shop|41 Brewlands Drive, Symington|KA1 5RF|South Ayrshire|Convenience Store|Tobacco Only|The Wee Shop|Inactive
10/18/2020|02:05:02|the wee shop|100 maukinfauld road,|G32 8TP|Glasgow City|Convenience Store|Tobacco Only|the wee shop|Active
10/18/2020|02:05:02|The Wee Shop|Bracken House, 13 Henderson Street|KY12 0TP|Fife|Convenience Store|Tobacco Only|A W Holdings Limited|Inactive
10/18/2020|02:05:02|The Wee Shop|4, glencairn avenue|ML2 7RG|North Lanarkshire|Convenience Store|Tobacco Only|the wee shop|Inactive
10/18/2020|02:05:02|The Wee Shop|14 Lampits Road, Westend|ML11 8RR|South Lanarkshire|Convenience Store|Tobacco Only|The Wee Shop|Inactive
10/18/2020|02:05:02|The Wee Shop|32 Glasgow Road, Barrhead|G78 1BU|East Renfrewshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|The Wee Shop|Active
10/18/2020|02:05:02|The Wee Shop|The Wee Shop, 14 Lampits Road, Carstairs Junction|ML11 8RR|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|The Wee Shop|Active
10/18/2020|02:05:02|The wee shop|Bracken House, Henderson Street Kingseat|KY12 0TP|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|The Wee Shop|Active
10/18/2020|02:05:02|The wee shop|Top Stop, 33 English Street|DG1 2BU|Dumfries and Galloway|Convenience Store|Tobacco And Nicotine Vapour Products|the wee shop |Active
10/18/2020|02:05:09|the wee shop 786 ltd |Top Stop, 33 English Street|DG1 2BU|Dumfries and Galloway|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|the wee shop  786 ltd|Active
10/18/2020|02:05:09|The Wee Shoppie|95, Main Street ,|AB45 3YP|Aberdeenshire|Convenience Store|Tobacco Only|The Wee Shoppie|Active
10/18/2020|02:05:09|The Wee Store|50 Page Street,|KY5 9DU|Fife|Convenience Store|Tobacco Only|The Wee Store|Inactive
10/18/2020|02:05:09|The Wee Sweetie Shop|86 High Street,|ML11 8HH|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|The Wee Sweetie Shop|Inactive
10/18/2020|02:05:09|the Weigh Inn Hotel & Lodges|Burnside,|KW14 7UG|Highland|Hotel|Tobacco Only|The Weigh Inn Hotel & Lodges|Active
10/18/2020|02:05:09|The Wellington Bar|6 Manor Street,|FK1 1NH|Falkirk|Public House|Tobacco Only|The Wellington Bar|Active
10/18/2020|02:05:09|The West End Bar|26 Alexander Street,|ML6 0BA|North Lanarkshire|Public House|Tobacco Only|The West End Bar|Active
10/18/2020|02:05:09|the west end cafe|1-3 gallowgate,|PA20 0HR|Argyll and Bute|Other Catering|Tobacco Only|the west end cafe|Active
10/18/2020|02:05:09|The West Kilbride Golf Club|33/35 Fullerton Drive,|KA23 9HT|North Ayrshire|Sports Club|Tobacco Only|The West Kilbride Golf Club|Active
10/18/2020|02:05:09|THE WESTROOM|3 MELVILLE PLACE,|EH3 7PR|Edinburgh City|Public House|Tobacco Only|The Westroom Limited|Active
10/18/2020|02:05:09|The Whisky Shop|Unit L2-02 Buchanan Galleries, Buchanan Street|G1 2GF|Glasgow City|Off-Licence|Tobacco Only|Glenkeir Whiskies Limited|Active
10/18/2020|02:05:09|The Whisky Shop|17 Bridge Street,|IV1 1HD|Highland|Off-Licence|Tobacco Only|Glenkeir Whiskies Limited|Active
10/18/2020|02:05:09|The Whisky Shop|11 Main Street,|FK17 8DU|Stirling|Off-Licence|Tobacco Only|Glenkeir Whiskies Limited|Active
10/18/2020|02:05:09|The Whisky Shop|93 High Street,|PH33 6DG|Highland|Off-Licence|Tobacco Only|Glenkeir Whiskies Limited|Active
10/18/2020|02:05:09|The Whisky Shop|Unit 1 Station Road,|PA34 4NU|Argyll and Bute|Off-Licence|Tobacco Only|Glenkeir Whiskies Limited|Inactive
10/18/2020|02:05:09|The Whisky Shop|28 Victoria Street,|EH1 2JW|Edinburgh City|Off-Licence|Tobacco Only|Glenkeir Whiskies Limited|Active
10/18/2020|02:05:09|The Whisky Shop|Unit U23, Princes Mall|EH1 1BQ|Edinburgh City|Off-Licence|Tobacco Only|Glenkeir Whiskies Limited|Active
10/18/2020|02:05:09|The Whisky Shop|Unit 14, Gretna Gateway Outlet Village|DG16 5GG|Dumfries and Galloway|Off-Licence|Tobacco Only|Glenkeir Whiskies Limited|Active
10/18/2020|02:05:09|The Whistle Stop|13 Main Street, Upper Largo|KY8 6EL|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|The Whistle Stop|Inactive
10/18/2020|02:05:09|The Whistle Stop Express|Muir road, Houston industrial estate|EH54 5DR|West Lothian|Mobile Trade|Tobacco Only|The Whistle Stop Express|Active
10/18/2020|02:05:15|The Whistle Stop Express|Todd square, Houston Industrial Estate|EH54 5DL|West Lothian|Mobile Trade|Tobacco Only|The Whistle Stop Express|Active
10/18/2020|02:05:15|the white cockade|2 oscar road, torry|AB16 6ER|Aberdeen City|Public House|Tobacco Only|restaurantsaberdeen (torry) ltd|Active
10/18/2020|02:05:15|the whitehart|38 brewery street,|DG1 2RP|Dumfries and Galloway|Entertainment Venue|Tobacco Only|Nithsdale Vending Ltd|Active
10/18/2020|02:05:15|The Wickerman Festival|East Kirkcarswell Farm, Near Dundrennan|DG6 4QW|Dumfries and Galloway|Entertainment Venue|Tobacco Only|Imperial Tobacco Limited|Active
10/18/2020|02:05:15|The Wine and Whisky Shop|116 Saltmarket,|G1 5LB|Glasgow City|Off-Licence|Tobacco And Nicotine Vapour Products|J.J`s Off Sales|Active
10/18/2020|02:05:15|The Wine Seller|10 Main Street, Busby|G76 8DS|East Renfrewshire|Convenience Store|Tobacco Only|The Wine Seller Scotland Ltd|Active
10/18/2020|02:05:15|The Wine Seller|2 Beech Road, Auchinairn|G64 1NE|East Dunbartonshire|Off-Licence|Tobacco Only|The Wine Seller Scotland Ltd|Active
10/18/2020|02:05:15|The Wine Seller|35 Auchinloch Road, Lenzie|G66 5EY|East Dunbartonshire|Convenience Store|Tobacco Only|The Wine Seller Scotland Ltd|Active
10/18/2020|02:05:15|the wine seller plus|10 main street busby,|G76 8DU|South Lanarkshire|Convenience Store|Tobacco Only|the wine seller|Active
10/18/2020|02:05:15|The Winnock Hotel|The Winnock Hotel, The Square|G63 0BL|Stirling|Hotel|Tobacco Only|The Winnock Hotel|Inactive
10/18/2020|02:05:15|The Wishing Well|10 Newmarket Street,|FK1 1JT|Falkirk|Convenience Store|Tobacco Only|The Wishing Well|Inactive
10/18/2020|02:05:15|The Yard|175 Main Street,|ML2 7AU|North Lanarkshire|Public House|Tobacco Only|The Yard|Active
10/18/2020|02:05:15|The Yard Nightclub|30-36 George Street,|DD10 8EW|Angus|Nightclub|Tobacco Only|The Yard Nightclub|Active
10/18/2020|02:05:15|Theatre Royal|24-27 Greenside Place,|EH1 3AA|Edinburgh City|Public House|Tobacco Only|Caledonian Heritable Ltd|Active
10/18/2020|02:05:15|Thermal Rolls Direct Ltd|278 Woodlands Road,|G3 6NE|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Thermal Rolls Direct Ltd|Active
10/18/2020|02:05:15|THESIZZLINGRIDDLE|28 DURBAN ROAD,|DG12 6PH|Dumfries and Galloway|Other Catering|Tobacco Only|R&A J TRADING|Active
10/18/2020|02:05:15|Thie Victor Fish & Chip Shop|182-184 lackness Road,|DD1 5PQ|Dundee City|Other Catering|Tobacco Only|The Victor Fish Fish & Chip Shop|Active
10/18/2020|02:05:15|things for|15 lainshaw street, stewarton|KA3 2QE|East Ayrshire|Other Retail|Tobacco Only|things for|Active
10/18/2020|02:05:15|Thingymijigs|135 Mid Street,|AB55 5BJ|Moray|Other Retail|Tobacco Only|Thingymijigs|Active
10/18/2020|02:05:15|Think Something Different|34 Munches Street,|DG1 1ET|Dumfries and Galloway|Specialist Tobacconists|Tobacco And Nicotine Vapour Products|Think Something Different Ltd|Active
10/18/2020|02:05:22|Thirsty Kirsty's|43 / 45 James Street,|KY12 7QE|Fife|Public House|Tobacco Only|Jaunty Inns Ltd|Active
10/18/2020|02:05:22|Thistle Bar|168 High Street,|IV36 1NP|Moray|Public House|Tobacco Only|Taboo Scotland Ltd|Active
10/18/2020|02:05:22|thistle bar|199 east high street forfar,|DD8 2HL|Angus|Public House|Tobacco Only|thistlebar|Active
10/18/2020|02:05:22|Thistle Do Nicely!|Thistle Do Nicely, Tumulus Way, Midmill Business Park, Kintore|AB51 0TG|Aberdeenshire|Other Catering|Tobacco Only|Thistle Do Nicely!|Active
10/18/2020|02:05:22|Thistle Fish & Chicken Bar|5 Thistle Street,|FK2 7ED|Falkirk|Other Catering|Tobacco Only|Thistle Fish & Chicken Bar|Inactive
10/18/2020|02:05:22|Thistle Hotel|59 Manor Place,|EH3 7EG|Edinburgh City|Hotel|Tobacco Only|Cherwell Tobacco|Active
10/18/2020|02:05:22|Thistle Inn|22 Glaisnock Road, CUMNOCK|KA18 3AB|East Ayrshire|Public House|Tobacco Only|BELHAVEN LEASED PUBS|Active
10/18/2020|02:05:22|Thistle Inn|Main Street, Crossmichael|DG7 3AU|Dumfries and Galloway|Public House|Tobacco Only|Thistle Inn|Active
10/18/2020|02:05:22|Thistle Inn & Mayflower Lounge|19 Celt Street,|IV3 5JB|Highland|Public House|Tobacco Only|Thistle Inn & Mayflower Lounge|Active
10/18/2020|02:05:22|Thistle News|32 Holburn Street,|AB10 6BT|Aberdeen City|Convenience Store|Tobacco Only|Lewis Paterson Aberdeen Ltd|Inactive
10/18/2020|02:05:22|Thistle News|32, Holburn street|AB10 6BT|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|Thistle News|Active
10/18/2020|02:05:22|Thistle News and Gifts|48 High Street,|DD8 4EG|Angus|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Thistle News and Gifts|Active
10/18/2020|02:05:22|thistle stores|3,thistle st,|FK2 7ED|Falkirk|Convenience Store|Tobacco Only|thistle stores|Inactive
10/18/2020|02:05:22|Thistle Takeaway|1 Donisla, Dinnet|AB34 5JY|Aberdeenshire|Other Catering|Tobacco Only|WMI Projects Ltd|Inactive
10/18/2020|02:05:22|Thomson’s of Tranent|22B Winton Place,|EH33 1AE|East Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|Thomson’s of Tranent|Active
10/18/2020|02:05:22|Thomson's|23 St. Cuthberts Street,|DG6 4DJ|Dumfries and Galloway|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Thomson's|Active
10/18/2020|02:05:22|Thomsons convenience store|43 high street, tranent|EH33 1LN|East Lothian|Convenience Store|Tobacco Only|Thomsons Convenience store|Active
10/18/2020|02:05:22|Thorn Service Station|25 HAWTHORN STREET,|G21 6HY|Glasgow City|Forecourt Garage|Tobacco And Nicotine Vapour Products|GROVE RETAIL LTD|Active
10/18/2020|02:05:22|Thorndean licensed grocers|80 thorndean avenue,|ML4 2LL|North Lanarkshire|Off-Licence|Tobacco And Nicotine Vapour Products|Thorndean licensed grocers|Active
10/18/2020|02:05:22|Thorndean Mini Market|80 Thorndean Avenue, Bellshill|ML4 2LL|North Lanarkshire|Convenience Store|Tobacco Only|Thorndean Mini Market|Inactive
10/18/2020|02:05:29|Thornhill Dumfries|Drumlanrig St,|DG3 5LS|Dumfries and Galloway|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
10/18/2020|02:05:29|Thornhill Stores|241 Thornhill Road,|FK2 7BB|Falkirk|Supermarket and Other Retail Outlets|Tobacco Only|Thornhill Stores|Active
10/18/2020|02:05:29|Thornhill village store|32 Main Street, Thornhill|FK8 3PN|Stirling|Convenience Store|Tobacco And Nicotine Vapour Products|Thornhill village store|Active
10/18/2020|02:05:29|thornhouse stores|37 thornhouse avenue,|KA12 0LU|North Ayrshire|Off-Licence|Tobacco And Nicotine Vapour Products|thornhouse stores|Active
10/18/2020|02:05:29|THORNLIEBANK POST OFICE|53B, MAIN STREET|G46 7SF|East Renfrewshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|THORNLIEBANK POST OFFICE|Active
10/18/2020|02:05:29|Thorntree Inn|100 High Street,|EH32 0DQ|East Lothian|Public House|Tobacco Only|Caledonian Heritable Ltd|Active
10/18/2020|02:05:29|Thpmas Sinclair|Shoreside, Balfour Village|KW17 2DX|Orkney Islands|Convenience Store|Tobacco Only|.Thomas Sinclair|Active
10/18/2020|02:05:29|Thr jolly sausage jnr|Inkbottle Lodge, Greenlaw|TD10 6UH|Scottish Borders|Mobile Trade|Tobacco Only|The Jolly Sausage|Active
10/18/2020|02:05:29|Three Churches Inn - Loch Winnoch|The Three Churches Inn, 5 Church Street|PA12 4AD|Renfrewshire|Public House|Tobacco And Nicotine Vapour Products|West Coast Pub Management Group|Active
10/18/2020|02:05:29|Three Little Birdies|unit 25 Keillor Centre, Chapel Street|DD1 1DQ|Dundee City|Specialist Tobacconists|Nicotine Vapour Products Only|Three Little Birdies|Active
10/18/2020|02:05:29|Threshers|Glasgow Central Railway Station, 79 Gordon Street|G1 3SQ|Glasgow City|Off-Licence|Tobacco Only|Select Service Partner Limited|Active
10/18/2020|02:05:29|Thrums Hotel|25 Bank Street,|DD8 4BE|Angus|Hotel|Tobacco Only|Firm of D&S Clark|Active
